,BTC_LTC,BTC_ETH,BTC_ZEC,BTC_DASH,BTC_XRP
0,0.0034725768562967056,6.798711534524265e-05,0.0006200975443204648,-0.0001078414597997884,-0.0007447864945381832
1,0.0,-0.004111296113649211,0.0,0.0008041783532620164,0.0001242236024844077
2,0.0,-0.0008257638315442402,0.0,0.0,0.00360203701403551
3,-0.003460559796437765,0.0,0.0,-0.009915514733195725,-0.003589108910891076
4,-5.1067306710118e-05,0.0,0.0,0.0,0.00360203701403551
5,-5.10699147132935e-05,0.0,0.0,0.0,-0.004579207920792056
6,0.0,-0.0006188705234159585,0.0,0.0,0.0008703220191471393
7,0.0,1.2404370913605533e-06,0.0,0.0,0.0037267080745340833
8,0.0,-1.2404355526782843e-06,0.0,0.0,-0.0025990099009900952
9,-0.0005102145045965978,-1.3782634342074843e-07,0.0,0.0,0.001489018488646304
10,0.003576390609918054,1.3782636247423373e-06,0.0072494623655913705,0.0053530998725065575,-0.003964812290918231
11,0.0,-5.5130469001548e-07,-0.007830331083692181,0.0,0.002363478044533027
12,0.0,0.0,0.0,0.0,0.0
13,-0.004581975560081547,0.0,0.0,0.0,0.0
14,0.005114575388964056,-0.00013369146105748808,1.1835503713650205e-05,0.0,0.0014892032762472776
15,0.0,0.00013370933685408911,5.738358126592835e-06,-0.0007768145161289306,0.0012391573729862314
16,0.0,-0.00013369146105748808,2.869162599013901e-06,-0.004719593668226624,0.0
17,0.0,0.0,2.8691543669435005e-06,0.005482128043633222,-0.004702970297029616
18,1.017811704828561e-06,0.0,0.0,-0.0007738218370989621,-0.00012434717731917897
19,0.0,-1.3784467709658917e-07,0.0,-0.007722015512635285,-0.0006218132073125385
20,-0.006614751537148652,0.0,0.0,-0.0035972173927189526,0.005475360876057773
21,-0.0005143432083130647,0.0,0.0,0.003609795918367292,0.0
22,0.002101998974884728,0.0009999254260193158,0.0,-0.00803039965121818,0.0
23,-0.0008188835257104533,-0.0009989265739393076,0.0,0.005288019323532886,-0.0001237623762375597
24,-0.001433324801638098,-0.0012356398564706153,0.0,-0.0052604071824736125,-0.0004951107810373361
25,0.0022058748141692446,-7.963478961029828e-05,0.0006932574348542951,0.0,-0.0018575851393189307
26,-0.0014271077844893764,-0.004693029675638395,0.0,0.004871882966572082,0.0
27,0.0031471975650199484,0.002496325405120627,0.0,-2.4479993928816122e-06,0.0001240694789082925
28,-0.00014297699551209093,0.00013819338774382885,0.005297433642305433,-0.004845826660818681,0.0004962163503286545
29,0.0,0.0,0.0013825311942959767,-0.0004497564263510132,-0.00012399256044630903
30,-5.10705146001681e-07,0.0,0.0,0.0,0.0
31,-0.003357888049289192,-0.0032995855186148545,-0.006999235993873768,0.0,0.0
32,0.0,0.00021370655564285568,0.0,0.0,-0.00037202380952378495
33,0.0033666393201951662,-0.00021366089490892912,0.0,0.0028705894706359063,-0.004962163503287386
34,-0.0016260901673127138,0.002100291376399392,0.0,-0.001468916455811033,0.004238872958483981
35,0.0016282271046870495,0.0012078194469178304,0.00028036532103270994,0.0,0.0004965859714462178
36,-0.0035080461883386796,-0.0032650069156292707,0.005689964157706063,-0.0013955061997011817,-0.00012408487405378857
37,0.0,0.0032757021056577847,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0018677186760792685,0.0
39,0.0001532389538546426,-1.3831258646853851e-06,0.0,0.0,0.00037230081906177733
40,0.003074045605944112,1.3831277777251887e-06,0.0,0.0,-0.00012405408758228972
41,0.0,0.0,0.0,0.0,0.0
42,-0.0002850576168877509,-0.0032365145228217423,0.0,0.0,-0.00012406947890812435
43,0.0,0.003247023561735243,0.0,0.0,0.0
44,-0.002831459916267215,0.0,0.0,0.0035284780749006437,-0.004715225214046321
45,0.00029056062314232277,0.0,-0.005657771639862758,0.0,0.004238872958483981
46,-1.0246074856737447e-06,0.0,0.0,-0.0039838069365156084,0.0007448789571694107
47,5.123042678365307e-07,-0.0027662517289074096,0.0,0.0,0.0
48,-0.001160368571993699,0.002773925104022271,0.0,0.0,0.0
49,0.00010257983147169748,-0.0027662517289074096,0.0,-0.0013955061997011817,0.0
50,0.00270526554937921,0.002773925104022271,-0.0002673835125448315,0.0,-0.00012405408758228972
51,-0.002544527960654242,-0.0027662517289074096,0.0,0.0,0.0
52,5.076399817246144e-05,0.0,0.0,0.0,0.0
53,0.0010254832589857554,0.002773925104022271,0.0,2.050860520909412e-07,0.0
54,0.0014731342519081429,-0.0027662517289074096,0.0,0.0010254300499813985,-0.00012406947890812435
55,-9.00174715728894e-05,0.002773925104022271,-2.868150408658548e-06,0.0,0.0
56,-0.002454731457800574,-0.0013831258644537048,0.0,0.00023724632006995463,0.0
57,0.002459233689245348,0.00013850415512460006,-0.00036819986476631047,0.0,0.0
58,-0.0027611295567204763,0.0,2.510563194564328e-06,0.0,-0.003598461347561719
59,5.129259913554474e-07,-0.0020772746157041596,0.006302215100210698,0.0027334207126721187,-0.0007471980074719308
60,-5.129257283550473e-05,0.001942825423258413,0.0,0.0,0.0
61,-0.00229033085406498,0.00013850415512460006,0.0,-2.0426897652000293e-07,0.0032402791625124735
62,0.000110537856645221,0.0,-0.006265597167009181,0.0,-0.004968944099379003
63,0.002236216424624002,-0.00013848497438022605,0.006305102398736407,-0.003983858662180895,0.0031210986267166804
64,0.0,0.00013698060941826193,-0.0020664352886416845,0.0039997932732595025,0.001369010578718074
65,-0.0012823143208861945,-0.002075754443054819,0.0,0.0030662822323744314,0.0
66,0.0003595090134043753,0.0015235914515681168,0.0,-0.003056908886968333,0.0
67,0.0,0.0,0.0,0.0030662822323744314,-0.0001242853591846237
68,0.0004107197864257656,0.0,0.0,0.0,0.0
69,0.0055927332443806614,0.0005571583345330346,0.0,-0.000410547486251918,0.0
70,-0.001122736537623472,-0.000556848081983089,-0.004163214285714157,0.0,0.0
71,-0.001686508646102943,0.0,5.738174966245178e-06,0.001114597127431995,-0.0012430080795525471
72,-0.004091613241985467,0.0,0.0,0.0,0.0
73,0.0011294952420397221,0.0018040789643422406,0.004174498333966292,0.0,0.001369010578718074
74,-5.132943228726973e-07,-0.0006914247152731246,0.0,0.0,0.0
75,-0.0026172890962371273,0.0,-3.5714298462984767e-07,-0.00019780336514002065,0.0
76,0.0015953888116926446,0.0,0.0,-0.0035534303996398245,-0.0013671389510315343
77,-5.138218066835544e-07,0.0,0.0,0.0,0.00012445550715612722
78,0.0,0.0,0.0,0.0,0.0012444001991040621
79,-0.0006160726626619332,0.0,0.0,0.00376587592668515,0.0
80,0.0006159383033419903,0.0,-0.004187145847961359,0.0,-0.0012428535918469106
81,-0.0006155591568792955,0.0,0.0,0.0,0.0012444001991040621
82,0.0,0.0,2.869158482972796e-06,-0.0037517473118006345,-0.0013671389510315343
83,-0.0005650385604112554,0.0,-2.2953202007532547e-05,0.0,0.0
84,0.0005653580094870529,0.0006917647058824225,0.0,0.0,-0.003111387678904867
85,0.0,-1.2448136222757092e-06,0.004224920719972443,0.004031015162573538,0.0031210986267166804
86,-0.0004627249357325755,-0.0017994494874059694,0.0,0.0,-0.00012445550715612722
87,0.0,0.0,0.0,0.0,-0.0029873039581778844
88,5.143768324661955e-05,0.00041859620209512506,0.0,0.0,-0.00024968789013719904
89,0.00041148030038067393,-0.0019390581717451695,0.0,0.0,0.004745254745254657
90,0.0006159383033419903,0.0,0.0,0.0,-0.004722843649018058
91,-0.001129381491502987,0.0019426866500139675,-0.004207145862247089,0.0,0.0002497502497501204
92,5.144032921815844e-05,0.0008304710291510814,0.0,0.0,0.0
93,5.143768325536411e-07,-0.0027670929747391783,0.0,0.0,0.0
94,0.0,-0.0003329170135997989,0.0,-0.00401442442182789,0.0
95,0.0,-0.00011105556790269372,0.0,0.0,0.0
96,0.0,0.0029305266104117326,0.0,0.00496655835726488,0.0
97,0.0,-0.0029219637179815298,0.0,0.0,0.00012484394506876874
98,0.0,-1.3883487838431507e-07,0.004224203415945287,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,-0.0009248236280037597,-0.00024965672200727993
101,0.0,0.0,0.0,0.0009256797184793733,0.0
102,-0.0010807051691245392,-0.0003887377131113785,-0.004096077280110423,0.0,0.0002497190660507329
103,0.0005669412976312461,-0.0006188888888890683,0.006193233918839636,0.004054386133580716,0.0
104,-0.0010812613446237944,0.0009664314470178602,0.0,0.0020640495047982697,0.0016227686930470658
105,-0.0020602782071097456,-0.003078792941004727,0.0,0.003149090909090851,-0.0018693918245264662
106,-0.000516778256696887,-0.003457086819074881,0.0,0.0,0.0
107,0.002582644628099248,-0.001921738522814527,-0.006156183073829036,0.0008867026422651347,0.0017480334623547918
108,-0.0020602782071097456,0.0011557393013953018,1.0041154388551312e-05,0.0,-0.0017449831733764836
109,0.002054206476919624,0.0033560825079373725,0.007691447030573556,0.0,0.0
110,-0.0005048995868065262,-0.0033448568922298063,0.0,0.0,-0.0009988762642027622
111,0.0007541237113401091,0.001398181231532223,0.0021330960854093017,0.0,0.002749656292963311
112,0.0034700635551643596,0.0006983240223464856,0.0,0.0,-0.002866758070547044
113,0.0022061390001027353,-0.0009768318213538851,-0.00581606352854453,0.0,0.0
114,0.0,0.003073344080281677,-0.0009326279032552796,-1.830989231167219e-05,0.0
115,-0.0015600528143946634,-0.0026462395543174894,9.653182600679342e-06,0.0,0.0023749999999999557
116,0.00038010681976264926,0.0013463203463202236,0.006778971423995141,1.770659369407257e-05,-0.0024940765681507027
